Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,12,6,17:04:00,17:10:00,,18:35:00,WN,151,N411WN,,85.0,,,-6.0,SMF,SAN,480,,6.0,0,,1,,,,,
2008,1,12,6,20:25:00,18:50:00,,19:00:00,WN,644,N489WN,,70.0,,,95.0,TUS,SAN,367,,6.0,0,,1,,,,,
2008,1,13,7,09:30:00,09:30:00,,14:50:00,WN,2277,N450WN,,200.0,,,0.0,ABQ,MCO,1552,,7.0,0,,1,,,,,
2008,1,13,7,10:54:00,10:55:00,,13:45:00,WN,42,N364SW,,170.0,,,-1.0,ISP,MCO,972,,13.0,0,,1,,,,,
2008,1,13,7,12:58:00,12:55:00,,15:55:00,WN,2101,N442WN,,180.0,,,3.0,ISP,PBI,1052,,8.0,0,,1,,,,,
2008,1,13,7,10:19:00,10:20:00,,13:50:00,WN,1439,N252WN,,150.0,,,-1.0,MDW,MCO,989,,18.0,0,,1,,,,,
2008,1,15,2,08:20:00,06:35:00,,08:25:00,WN,723,N455WN,,110.0,,,105.0,PDX,SJC,569,,5.0,0,,1,,,,,
2008,1,15,2,12:49:00,11:10:00,,13:20:00,WN,2973,N423WN,,70.0,,,99.0,SNA,PHX,338,,10.0,0,,1,,,,,
2008,1,17,4,09:00:00,09:00:00,,14:35:00,WN,213,N729SW,,215.0,,,0.0,ABQ,BWI,1670,,6.0,0,,1,,,,,
2008,1,17,4,09:27:00,08:50:00,,09:00:00,WN,1310,N248WN,,70.0,,,37.0,CMH,MDW,284,,9.0,0,,1,,,,,
2008,1,17,4,09:21:00,09:10:00,,13:00:00,WN,2730,N407WN,,170.0,,,11.0,OKC,BWI,1180,,6.0,0,,1,,,,,
2008,1,18,5,21:23:00,20:55:00,,21:45:00,WN,53,N707SA,,50.0,,,28.0,HOU,CRP,187,,11.0,0,,1,,,,,
2008,1,18,5,16:30:00,15:50:00,,16:50:00,WN,33,N678AA,,60.0,,,40.0,HOU,HRL,276,,13.0,0,,1,,,,,
2008,1,18,5,10:43:00,10:25:00,,12:15:00,WN,1577,N301SW,,170.0,,,18.0,MCO,MDW,989,,19.0,0,,1,,,,,
2008,1,18,5,16:17:00,16:00:00,,19:00:00,WN,54,N513SW,,240.0,,,17.0,PHL,HOU,1335,,33.0,0,,1,,,,,
2008,1,19,6,14:29:00,14:20:00,,17:50:00,WN,1397,N405WN,,150.0,,,9.0,MCI,TPA,1048,,10.0,0,,1,,,,,
2008,1,19,6,15:18:00,15:20:00,,18:10:00,WN,1287,N661SW,,170.0,,,-2.0,PHL,TPA,920,,12.0,0,,1,,,,,
2008,1,20,7,10:21:00,10:25:00,,14:45:00,WN,3069,N777QC,,200.0,,,-4.0,PHX,MDW,1444,,22.0,0,,1,,,,,
2008,1,21,1,13:16:00,12:50:00,,15:15:00,WN,1424,N773SA,,265.0,,,26.0,MDW,SAN,1728,,7.0,0,,1,,,,,
2008,1,21,1,22:33:00,20:35:00,,23:50:00,WN,367,N331SW,,135.0,,,118.0,PHX,TUL,935,,5.0,0,,1,,,,,
2008,1,22,2,07:05:00,07:05:00,,08:10:00,WN,2002,N252WN,,65.0,,,0.0,AUS,MAF,294,,12.0,0,,1,,,,,
2008,1,22,2,07:52:00,07:45:00,,08:55:00,WN,2,N387SW,,70.0,,,7.0,DAL,MAF,319,,8.0,0,,1,,,,,
2008,1,22,2,17:35:00,16:50:00,,20:25:00,WN,300,N432WN,,215.0,,,45.0,MHT,TPA,1204,,23.0,0,,1,,,,,
2008,1,23,3,15:52:00,15:45:00,,17:45:00,WN,89,N758SW,,240.0,,,7.0,MDW,LAS,1521,,15.0,0,,1,,,,,
2008,1,23,3,13:07:00,13:00:00,,17:55:00,WN,351,N318SW,,175.0,,,7.0,SAN,HOU,1312,,31.0,0,,1,,,,,
2008,1,23,3,17:20:00,17:20:00,,18:30:00,WN,717,N445WN,,70.0,,,0.0,SMF,BUR,358,,10.0,0,,1,,,,,
2008,1,24,4,12:57:00,13:00:00,,14:00:00,WN,684,N306SW,,60.0,,,-3.0,AUS,HRL,273,,11.0,0,,1,,,,,
2008,1,24,4,14:49:00,14:30:00,,17:00:00,WN,2803,N405WN,,150.0,,,19.0,TPA,ISP,1034,,16.0,0,,1,,,,,
2008,1,25,5,17:28:00,13:10:00,,15:55:00,WN,1481,N427WN,,285.0,,,258.0,MDW,SFO,1855,,31.0,0,,1,,,,,
2008,1,26,6,14:04:00,13:15:00,,14:15:00,WN,3077,N426WN,,60.0,,,49.0,SJC,BUR,296,,8.0,0,,1,,,,,
2008,1,27,7,11:01:00,10:20:00,,10:25:00,WN,1234,N474WN,,65.0,,,41.0,BOI,GEG,287,,15.0,0,,1,,,,,
2008,1,27,7,19:43:00,19:35:00,,19:40:00,WN,890,N382SW,,65.0,,,8.0,BOI,RNO,335,,8.0,0,,1,,,,,
2008,1,27,7,19:16:00,15:50:00,,17:15:00,WN,3334,N492WN,,85.0,,,206.0,LAS,RNO,345,,12.0,0,,1,,,,,
2008,1,27,7,10:56:00,08:15:00,,09:15:00,WN,78,N636WN,,60.0,,,161.0,LBB,DAL,293,,9.0,0,,1,,,,,
2008,1,27,7,09:34:00,07:30:00,,09:00:00,WN,11,N350SW,,90.0,,,124.0,MCI,DAL,461,,8.0,0,,1,,,,,
2008,1,27,7,11:37:00,11:40:00,,15:30:00,WN,620,N798SW,,170.0,,,-3.0,MDW,RSW,1105,,6.0,0,,1,,,,,
2008,1,27,7,18:27:00,17:25:00,,18:15:00,WN,2970,N227WN,,50.0,,,62.0,OAK,RNO,180,,16.0,0,,1,,,,,
2008,1,27,7,18:32:00,16:05:00,,17:25:00,WN,3411,N683SW,,80.0,,,147.0,PDX,RNO,444,,6.0,0,,1,,,,,
2008,1,27,7,18:51:00,18:45:00,,20:10:00,WN,3420,N417WN,,85.0,,,6.0,SAN,RNO,488,,17.0,0,,1,,,,,
2008,1,27,7,18:54:00,18:50:00,,20:30:00,WN,3253,N368SW,,100.0,,,4.0,SEA,RNO,564,,10.0,0,,1,,,,,
2008,1,28,1,09:30:00,09:30:00,,11:10:00,WN,1952,N440LV,,100.0,,,0.0,ABQ,SLC,493,,7.0,0,,1,,,,,
2008,1,28,1,15:24:00,15:25:00,,19:35:00,WN,31,N627SW,,190.0,,,-1.0,HOU,PHL,1335,,9.0,0,,1,,,,,
2008,1,28,1,08:53:00,08:45:00,,11:05:00,WN,1146,N382SW,,80.0,,,8.0,LAS,SLC,368,,12.0,0,,1,,,,,
2008,1,28,1,22:01:00,21:20:00,,00:05:00,WN,904,N673AA,,105.0,,,41.0,LAX,SLC,590,,8.0,0,,1,,,,,
2008,1,28,1,07:12:00,07:15:00,,08:20:00,WN,1438,N236WN,,125.0,,,-3.0,RDU,MDW,632,,17.0,0,,1,,,,,
2008,1,28,1,08:30:00,08:30:00,,11:25:00,WN,1949,N306SW,,115.0,,,0.0,SEA,SLC,689,,13.0,0,,1,,,,,
2008,1,29,2,20:36:00,19:15:00,,19:35:00,WN,712,N729SW,,80.0,,,81.0,CLE,MDW,307,,11.0,0,,1,,,,,
2008,1,29,2,21:19:00,21:25:00,,21:30:00,WN,2797,N252WN,,65.0,,,-6.0,CMH,MDW,284,,11.0,0,,1,,,,,
2008,1,29,2,10:47:00,10:40:00,,12:05:00,WN,186,N652SW,,85.0,,,7.0,DAL,MCI,461,,8.0,0,,1,,,,,
2008,1,29,2,20:38:00,19:05:00,,19:15:00,WN,1505,N318SW,,70.0,,,93.0,DTW,MDW,229,,10.0,0,,1,,,,,
2008,1,29,2,20:43:00,20:10:00,,20:15:00,WN,3339,N603SW,,65.0,,,33.0,DTW,MDW,229,,9.0,0,,1,,,,,
2008,1,29,2,15:27:00,14:50:00,,17:15:00,WN,1250,N550WN,,145.0,,,37.0,HOU,MDW,937,,10.0,0,,1,,,,,
2008,1,29,2,15:29:00,15:30:00,,21:00:00,WN,3920,N745SW,,210.0,,,-1.0,LAS,MDW,1521,,17.0,0,,1,,,,,
2008,1,29,2,22:12:00,19:30:00,,20:50:00,WN,1304,N508SW,,80.0,,,162.0,MCI,MDW,405,,10.0,0,,1,,,,,
2008,1,29,2,10:39:00,10:40:00,,12:05:00,WN,33,N391SW,,85.0,,,-1.0,MDW,MCI,405,,5.0,0,,1,,,,,
2008,1,29,2,17:23:00,17:25:00,,21:40:00,WN,482,N499WN,,195.0,,,-2.0,PHX,MDW,1444,,6.0,0,,1,,,,,
2008,1,29,2,20:38:00,20:35:00,,21:05:00,WN,209,N793SA,,90.0,,,3.0,PIT,MDW,402,,16.0,0,,1,,,,,
2008,1,29,2,07:53:00,07:55:00,,13:00:00,WN,1863,N416WN,,185.0,,,-2.0,SAN,MCI,1333,,10.0,0,,1,,,,,
2008,1,29,2,07:25:00,07:00:00,,12:15:00,WN,3689,N209WN,,195.0,,,25.0,SMF,MCI,1442,,10.0,0,,1,,,,,
2008,1,29,2,13:52:00,13:05:00,,14:00:00,WN,1465,N318SW,,55.0,,,47.0,TUL,MCI,223,,7.0,0,,1,,,,,
2008,1,30,3,12:45:00,12:45:00,,15:30:00,WN,720,N523SW,,105.0,,,0.0,LAX,ABQ,677,,16.0,0,,1,,,,,
2008,1,30,3,13:33:00,13:35:00,,15:45:00,WN,503,N737JW,,250.0,,,-2.0,MCO,ABQ,1552,,11.0,0,,1,,,,,
2008,1,30,3,13:56:00,14:00:00,,15:45:00,WN,3151,N407WN,,165.0,,,-4.0,MCO,MDW,989,,8.0,0,,1,,,,,
2008,1,30,3,08:48:00,07:30:00,,08:50:00,WN,2988,N512SW,,80.0,,,78.0,PVD,PHL,238,,9.0,0,,1,,,,,
2008,1,31,4,17:15:00,15:25:00,,16:55:00,WN,966,N693SW,,150.0,,,110.0,BDL,MDW,777,,9.0,0,,1,,,,,
2008,1,31,4,06:16:00,06:20:00,,08:30:00,WN,1174,N793SA,,130.0,,,-4.0,BNA,HOU,670,,9.0,0,,1,,,,,
2008,1,31,4,11:41:00,10:15:00,,10:25:00,WN,733,N521SW,,70.0,,,86.0,CMH,MDW,284,,9.0,0,,1,,,,,
2008,1,31,4,20:16:00,18:35:00,,18:45:00,WN,2633,N323SW,,70.0,,,101.0,CMH,MDW,284,,8.0,0,,1,,,,,
2008,1,31,4,06:48:00,06:45:00,,07:55:00,WN,1198,N723SW,,70.0,,,3.0,DAL,AMA,324,,11.0,0,,1,,,,,
2008,1,31,4,07:01:00,07:00:00,,08:00:00,WN,1,N527SW,,60.0,,,1.0,DAL,HOU,239,,17.0,0,,1,,,,,
2008,1,31,4,07:31:00,07:30:00,,08:30:00,WN,3,N900WN,,60.0,,,1.0,DAL,HOU,239,,10.0,0,,1,,,,,
2008,1,31,4,15:52:00,14:30:00,,15:30:00,WN,33,N347SW,,60.0,,,82.0,DAL,HOU,239,,24.0,0,,1,,,,,
2008,1,31,4,06:28:00,06:30:00,,09:50:00,WN,1439,N278WN,,140.0,,,-2.0,DEN,MDW,895,,30.0,0,,1,,,,,
2008,1,31,4,06:40:00,06:45:00,,09:30:00,WN,1924,N620SW,,105.0,,,-5.0,ELP,HOU,677,,9.0,0,,1,,,,,
2008,1,31,4,07:22:00,07:25:00,,09:25:00,WN,272,N481WN,,180.0,,,-3.0,FLL,HOU,957,,15.0,0,,1,,,,,
2008,1,31,4,19:58:00,18:05:00,,23:35:00,WN,3493,N238WN,,210.0,,,113.0,LAX,STL,1593,,6.0,0,,1,,,,,
2008,1,31,4,07:09:00,07:10:00,,08:25:00,WN,3497,N674AA,,75.0,,,-1.0,MAF,HOU,441,,8.0,0,,1,,,,,
2008,1,31,4,23:48:00,20:55:00,,21:55:00,WN,967,N373SW,,60.0,,,173.0,MDW,STL,251,,53.0,0,,1,,,,,
2008,1,31,4,07:04:00,06:50:00,,12:45:00,WN,214,N212WN,,235.0,,,14.0,PDX,MDW,1751,,13.0,0,,1,,,,,
2008,1,31,4,15:36:00,14:50:00,,19:10:00,WN,3394,N435WN,,200.0,,,46.0,PHX,MDW,1444,,26.0,0,,1,,,,,
2008,1,31,4,21:02:00,21:00:00,,22:55:00,WN,1468,N436WN,,175.0,,,2.0,PHX,PDX,1009,,11.0,0,,1,,,,,
2008,1,31,4,15:15:00,15:15:00,,17:30:00,WN,3678,N424WN,,195.0,,,0.0,PHX,SEA,1107,,9.0,0,,1,,,,,
2008,1,31,4,07:22:00,07:25:00,,09:55:00,WN,1189,N351SW,,150.0,,,-3.0,SAT,MDW,1036,,8.0,0,,1,,,,,
2008,1,31,4,17:06:00,16:10:00,,17:10:00,WN,28,N729SW,,60.0,,,56.0,STL,MDW,251,,27.0,0,,1,,,,,
2008,1,31,4,12:25:00,12:25:00,,13:25:00,WN,1330,N340LV,,60.0,,,0.0,STL,MDW,251,,23.0,0,,1,,,,,
2008,1,31,4,18:38:00,15:55:00,,17:40:00,WN,628,N364SW,,165.0,,,163.0,TPA,MDW,997,,11.0,0,,1,,,,,
2008,1,31,4,08:03:00,08:05:00,,09:50:00,WN,2636,N243WN,,165.0,,,-2.0,TPA,MDW,997,,12.0,0,,1,,,,,
2008,1,31,4,06:41:00,06:40:00,,08:10:00,WN,2648,N732SW,,90.0,,,1.0,TUL,HOU,453,,10.0,0,,1,,,,,
2008,1,29,2,20:33:00,18:20:00,,21:11:00,XE,125,N13550,,231.0,,,133.0,BOI,SAN,749,,36.0,0,,1,,,,,
2008,1,29,2,22:36:00,21:36:00,,21:56:00,XE,125,N13550,,20.0,,,60.0,SAN,ONT,94,,9.0,0,,1,,,,,
2008,1,5,6,15:46:00,14:55:00,,16:30:00,XE,224,N12163,,95.0,,,51.0,OKC,SAT,407,,7.0,0,,1,,,,,
2008,1,5,6,17:14:00,16:55:00,,17:12:00,XE,224,N12163,,17.0,,,19.0,SAT,AUS,66,,12.0,0,,1,,,,,
2008,1,5,6,19:45:00,17:35:00,,19:10:00,XE,254,N13161,,155.0,,,130.0,TUS,ONT,409,,11.0,0,,1,,,,,
2008,1,24,4,18:53:00,18:55:00,,21:15:00,XE,318,N12166,,80.0,,,-2.0,ABQ,TUL,608,,13.0,0,,1,,,,,
2008,1,24,4,21:45:00,21:35:00,,22:50:00,XE,318,N12166,,75.0,,,10.0,TUL,AUS,426,,9.0,0,,1,,,,,
2008,1,24,4,17:00:00,17:00:00,,18:15:00,XE,321,N14204,,75.0,,,0.0,SAT,TUL,483,,12.0,0,,1,,,,,
2008,1,24,4,18:39:00,18:35:00,,19:00:00,XE,321,N14204,,25.0,,,4.0,TUL,OKC,111,,11.0,0,,1,,,,,
2008,1,24,4,18:40:00,18:25:00,,19:46:00,XE,33,N12195,,201.0,,,15.0,AUS,ONT,1197,,11.0,0,,1,,,,,
2008,1,24,4,16:53:00,16:40:00,,18:00:00,XE,33,N12195,,80.0,,,13.0,TUL,AUS,426,,9.0,0,,1,,,,,
2008,1,24,4,15:17:00,15:22:00,,16:21:00,XE,61,N18557,,59.0,,,-5.0,ABQ,TUS,321,,23.0,0,,1,,,,,
2008,1,24,4,13:50:00,14:00:00,,14:57:00,XE,61,N18557,,117.0,,,-10.0,OMA,ABQ,725,,13.0,0,,1,,,,,
2008,1,24,4,12:51:00,12:40:00,,16:20:00,XE,1222,N12967,,160.0,,,11.0,ORD,EWR,719,,70.0,0,,1,,,,,
2008,1,17,4,18:43:00,18:40:00,,22:27:00,XE,2171,N26141,,167.0,,,3.0,IAH,ORF,1201,,10.0,0,,1,,,,,
2008,1,29,2,13:02:00,13:10:00,,16:43:00,XE,2355,N12567,,153.0,,,-8.0,MKE,EWR,725,,89.0,0,,1,,,,,
2008,1,8,2,06:31:00,06:35:00,,08:52:00,XE,2672,N16987,,137.0,,,-4.0,EWR,CLT,529,,36.0,0,,1,,,,,
2008,1,31,4,06:24:00,06:15:00,,07:57:00,XE,2274,N17524,,162.0,,,9.0,LEX,IAH,828,,9.0,0,,1,,,,,
2008,1,17,4,18:28:00,18:15:00,,20:35:00,XE,2517,N13989,,140.0,,,13.0,SAV,EWR,708,,13.0,0,,1,,,,,
2008,1,16,3,19:43:00,19:35:00,,20:49:00,XE,2447,N14938,,74.0,,,8.0,IAH,BRO,308,,14.0,0,,1,,,,,
2008,1,13,7,11:34:00,11:40:00,,14:48:00,XE,2329,N18102,,128.0,,,-6.0,IAH,MCO,853,,12.0,0,,1,,,,,
2008,1,31,4,06:03:00,06:15:00,,07:55:00,XE,2192,N12900,,160.0,,,-12.0,CVG,IAH,871,,30.0,0,,1,,,,,
2008,1,31,4,06:04:00,06:05:00,,07:52:00,XE,2971,N12934,,107.0,,,-1.0,MEM,IAH,469,,66.0,0,,1,,,,,
2008,1,31,4,06:18:00,06:20:00,,08:12:00,XE,3129,N13949,,172.0,,,-2.0,DAY,IAH,929,,17.0,0,,1,,,,,
2008,1,2,3,07:27:00,07:25:00,,09:45:00,XE,3029,N11121,,200.0,,,2.0,IAH,SLC,1195,,16.0,0,,1,,,,,
2008,1,31,4,07:28:00,07:25:00,,09:45:00,XE,2271,N12126,,200.0,,,3.0,IAH,SLC,1195,,56.0,0,,1,,,,,
2008,1,31,4,05:33:00,05:25:00,,08:23:00,XE,2429,N11140,,178.0,,,8.0,MSP,IAH,1034,,12.0,0,,1,,,,,
2008,1,7,1,14:44:00,13:50:00,,15:25:00,XE,2409,N15973,,155.0,,,54.0,EWR,MSN,799,,24.0,0,,1,,,,,
2008,1,24,4,12:04:00,11:30:00,,12:42:00,XE,2867,N15574,,72.0,,,34.0,IAH,HRL,295,,16.0,0,,1,,,,,
2008,1,29,2,10:42:00,10:05:00,,11:52:00,XE,2382,N15509,,107.0,,,37.0,DAY,EWR,533,,8.0,0,,1,,,,,
2008,1,18,5,15:08:00,15:00:00,,16:14:00,XE,2385,N14943,,74.0,,,8.0,IAH,BRO,308,,25.0,0,,1,,,,,
2008,1,6,7,19:11:00,18:50:00,,20:25:00,XE,2222,N14573,,95.0,,,21.0,IAH,VPS,510,,13.0,0,,1,,,,,
2008,1,29,2,19:31:00,19:35:00,,20:49:00,XE,2447,N12946,,74.0,,,-4.0,IAH,BRO,308,,40.0,0,,1,,,,,
2008,1,23,3,20:30:00,19:40:00,,22:53:00,XE,2380,N27962,,133.0,,,50.0,IAH,AVL,834,,8.0,0,,1,,,,,
